,incremental_id,tender_title,buyer,award_date,award_value,contract_start,contract_end,supplier,source_url,# Data downloads from Spend Network
41,"3,093",Technology Services 2 Framework Agreement (RM3804),SERIOUS FRAUD OFFICE,09/08/2022,1000000.0,10/08/2022,10/08/2023,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/5291a13d-4db7-4051-a641-628e4ac6654e,
42,"4,609","No matching tender, likely a direct award",SOUTH TEES SITE COMPANY,09/08/2022,300000.0,,,DELOITTE LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=AUG407429,
43,"4,044","Tees Valley Collaborative Skills Development Partnership – Skills for Growth Project. Strategic and Workforce Development & Delivery of Masterclasses, Coaching and Mentoring Support for Small to Medium Sized Employers in Tees Valley",SOUTH TEES SITE COMPANY,08/08/2022,,,,DELOITTE LLP,https://www.find-tender.service.gov.uk/Notice/021741-2022,
44,"3,091",Phase 2 Adaptive Data Enablement,DEPARTMENT FOR WORK AND PENSIONS,08/08/2022,195105.0,15/08/2022,31/10/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/93efef78-1582-4bf7-be30-3eac929e7088,
45,"3,092",Fire Fighter Apprenticeships,ROYAL BERKSHIRE FIRE AUTHORITY,08/08/2022,70200.0,05/02/2023,05/02/2025,THE CAPITA GROUP PLC,https://www.contractsfinder.service.gov.uk/Notice/3f90523c-13e9-413a-8cc9-0f98f9f44988,
46,"3,090",Senior Leadership Group Programme,INTELLECTUAL PROPERTY OFFICE,08/08/2022,132000.0,10/08/2022,31/07/2023,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/db5feb16-99c5-4370-a15c-f570d478d204,
47,"3,089",Access UK 1,HOME OFFICE,05/08/2022,4500000.0,12/08/2022,31/10/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/3e564f8e-5bd2-4a1a-ad3d-502a080dd849,
48,"3,088",Access UK 2,HOME OFFICE,05/08/2022,4500000.0,01/08/2022,31/10/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/e478a506-7162-4e33-ade6-b95c192d226e,
49,"4,619","Data centre hosting, networking, support and maintenance",FINANCIAL OMBUDSMAN SERVICE,05/08/2022,360000.0,,,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=AUG407103,
50,"4,054","Data centre hosting, networking, support and maintenance",FINANCIAL OMBUDSMAN SERVICE,04/08/2022,,,,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,https://www.find-tender.service.gov.uk/Notice/021432-2022,
51,"4,509","No matching tender, likely a direct award",LUTON COUNCIL,04/08/2022,,31/10/2021,31/10/2022,CAPITA PROPERTY & INFRASTRUCTURE,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=ca971b06-1a13-ed11-8117-005056b64545,
52,"3,087",TROO0250 Financial Advisors for the IEP and Thameslink Direct Award,DFTC - DEPARTMENT FOR TRANSPORT,04/08/2022,150000.0,04/01/2021,03/01/2023,PRICEWATERHOUSECOOPERS,https://www.contractsfinder.service.gov.uk/Notice/f0d608fe-a1e1-4203-9e19-cbfe1935ff0b,
53,"3,086","Pedestrian enhancements on Devonshire Street, Carlisle",CUMBRIA COUNTY COUNCIL,04/08/2022,29257.0,15/08/2022,31/03/2024,CAPITA PROPERTY & INFRASTRUCTURE LIMITED,https://www.contractsfinder.service.gov.uk/Notice/07334299-c795-4fe2-b50f-3f65e24044f6,
54,"3,085",Cyber Control Framework (CCF) Tactical Team Augmentation,THE FINANCIAL CONDUCT AUTHORITY,04/08/2022,75000.0,06/09/2022,22/12/2022,PRICE WATERHOUSE COOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/1a0548fd-292e-4e83-96bf-6a074530e843,
55,"4,508","No matching tender, likely a direct award",CUMBRIA COUNTY COUNCIL,03/08/2022,,01/08/2022,02/12/2022,CAPITA PROPERTY & INFRASTRUCTURE LIMITED,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=2b5f3094-17a9-ec11-8112-005056b64545,
56,"4,059",PURCH2037 Provision Of A Framework For The Provision Of External Audit Services,UNIVERSITY OF GLASGOW,03/08/2022,,,,PWC,https://www.find-tender.service.gov.uk/Notice/021336-2022,
57,"4,072",ADEWS/099 KARKINOS,DEFENCE EQUIPMENT AND SUPPORT,03/08/2022,,,,SERCO LIMITED,https://www.find-tender.service.gov.uk/Notice/021197-2022,
58,"4,299","No matching tender, likely a direct award",WIRRAL BOROUGH COUNCIL,03/08/2022,,19/01/2022,28/03/2024,DELOITTE LLP,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=d41a5a73-4b96-ec11-8112-005056b64545,
59,"3,083",Project Manager - EDF Infrastructure Upgrade,THE FINANCIAL CONDUCT AUTHORITY,03/08/2022,80100.0,25/07/2022,25/11/2022,SOPRA STERIA GROUP,https://www.contractsfinder.service.gov.uk/Notice/176141ec-a5ed-4c2d-a404-e9e145833617,
60,"3,084",NSIGN/003: Naval Base Capability and Capacity Support-Options Review,MINISTRY OF DEFENCE,03/08/2022,230480.0,09/08/2022,30/09/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/92945c4a-e985-4197-bf95-24b21f631305,
61,"4,512","No matching tender, likely a direct award",UNIVERSITY OF GLASGOW,03/08/2022,1172500.0,,,PWC,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455476,
62,"4,511","No matching tender, likely a direct award",NHS BUSINESS SERVICES AUTHORITY,03/08/2022,5000000.0,,,ATOS IT SERVICES UK LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=AUG406774,
63,"4,288","No matching tender, likely a direct award",NORFOLK CONSTABULARY,02/08/2022,,01/09/2022,31/08/2024,CAPITA BUSINESS SERVICES LTD,https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=52341,
64,"4,628",Robotic Process Automation Partner,NHS BUSINESS SERVICES AUTHORITY,02/08/2022,,,,ATOS IT SERVICES UK LIMITED,https://www.find-tender.service.gov.uk/Notice/021101-2022,
65,"4,125",Restart Scheme,DEPARTMENT FOR WORK AND PENSIONS,02/08/2022,,,,SERCO GROUP LIMITED,https://www.find-tender.service.gov.uk/Notice/021079-2022,
66,"4,126",Restart Scheme,DEPARTMENT FOR WORK AND PENSIONS,02/08/2022,,,,SERCO GROUP LIMITED,https://www.find-tender.service.gov.uk/Notice/021076-2022,
67,"4,166",Restart Scheme,DEPARTMENT FOR WORK AND PENSIONS,02/08/2022,,,,G4S FACILITIES MANAGEMENT (UK) LIMITED,https://www.find-tender.service.gov.uk/Notice/021071-2022,
68,"4,128",Restart Scheme,DEPARTMENT FOR WORK AND PENSIONS,02/08/2022,,,,SERCO GROUP LIMITED,https://www.find-tender.service.gov.uk/Notice/021067-2022,
69,"3,080",ITS300882 Corporate Contact Centre - Adult Social Care referral process - Amazon Web Services Amplify & React,LEEDS CITY COUNCIL,02/08/2022,92200.0,05/09/2022,30/11/2022,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/a93d3c94-5846-4ee1-8289-c371381430c6,
70,"3,081",Improving Defence Outputs,MINISTRY OF DEFENCE,02/08/2022,305350.0,04/08/2022,28/02/2023,BOSTON CONSULTING GROUP,https://www.contractsfinder.service.gov.uk/Notice/cea9015c-87f0-43ed-9aff-03bdb5a94c07,
71,"3,079",FOR TRANSPARENCY PURPOSES ONLY - External Assistance for Mil HR Fusion,MINISTRY OF DEFENCE,02/08/2022,54600.0,02/08/2022,30/09/2022,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/8df70c86-f2b9-4681-829a-30bdecaa55a2,
72,"3,078",Security Services Framework for the LLDC and London Stadium 185,THE LONDON LEGACY DEVELOPMENT CORPORATION,02/08/2022,12000000.0,15/08/2022,14/08/2026,G4S SECURE SOLUTIONS (UK) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/b7e0f732-d10f-444d-8743-8019002d6f08,
73,"3,082",Revenue & Benefits Software,PETERBOROUGH CITY COUNCIL,02/08/2022,1149393.0,01/10/2022,31/03/2028,CAPITA BUSINESS SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/1502aed2-9782-4ac2-b89e-00ba5ab40d13,
74,"4,309","No matching tender, likely a direct award",LIBRARIES NI,02/08/2022,26994980.0,,,FUJITSU SERVICES LTD,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=AUG406666,
75,"4,294","No matching tender, likely a direct award",LEEDS CITY COUNCIL,02/08/2022,,,,CGI IT UK LIMITED,https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=50388&PP=ctm/Supplier/PublicTenders&B=UK&PS=2,
76,"4,151",Libraries NI - Provision of Managed IT Services under the e3 Project,LIBRARIES NI,01/08/2022,,,,FUJITSU SERVICES LTD,https://www.find-tender.service.gov.uk/Notice/021009-2022,
77,"3,077",Security Services,THE PENSIONS REGULATOR,01/08/2022,70000.0,01/08/2022,03/07/2023,G4S LIMITED,https://www.contractsfinder.service.gov.uk/Notice/75839d8e-dd5c-44ca-9d7d-0728ec3b06bf,
78,"3,076",TRANSPARENCY ONLY  Payroll Service Integrations DSTL,MINISTRY OF DEFENCE,31/07/2022,466650.0,01/08/2022,31/12/2022,DELOITTE,https://www.contractsfinder.service.gov.uk/Notice/0bc1bca9-b204-497e-aa95-6166bb215699,
79,"4,408","No matching tender, likely a direct award",LUTON COUNCIL,29/07/2022,,11/07/2022,11/07/2027,DXC TECHNOLOGY (ENTSERV UK LTD),https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=54d63f86-480f-ed11-8116-005056b64545,
80,"3,073",con_15685 Provider Data Self Assessment Tool,DEPARTMENT FOR EDUCATION,29/07/2022,495000.0,01/08/2022,31/07/2023,KPMG LLP,https://www.contractsfinder.service.gov.uk/Notice/720925d9-a725-4c8c-80c1-ad0a098487b5,
81,"3,074",Corporate Services Review,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,29/07/2022,138493.0,29/07/2022,28/10/2022,PA CONSULTING SERVICES LTD,https://www.contractsfinder.service.gov.uk/Notice/422bbca7-c38d-48b3-949b-bc59310c80c3,
82,"3,072",Business Support Services,NHS DIGITAL,29/07/2022,9750000.0,29/07/2022,26/07/2024,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/064d6b53-bbc1-414f-9fbc-8a8271303a9f,
83,"3,075",DWP Identity Product Manager,DEPARTMENT FOR WORK AND PENSIONS,29/07/2022,119922.0,29/07/2022,23/12/2022,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/3992dee5-35d9-4be4-a2e6-da04c236377c,
84,"4,411","No matching tender, likely a direct award",GENOMICS ENGLAND LIMITED,29/07/2022,215181.0,,,IBM LTD,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL406058,
85,"3,070",Financial Improvement Support,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST,28/07/2022,125574.0,29/07/2022,18/11/2022,PRICE WATERHOUSE COOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/e010973d-fc35-44ac-99e0-297a1833d67e,
86,"3,071",Insight and Performance Programme KPI and Metric Definition,DEPARTMENT FOR WORK AND PENSIONS,28/07/2022,2455845.0,01/08/2022,31/03/2023,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/aaefaa36-de6a-40bd-ac4e-56975f73939e,
87,"4,216",Service Operations,GENOMICS ENGLAND LIMITED,27/07/2022,,,,IBM LTD,https://www.find-tender.service.gov.uk/Notice/020399-2022,
88,"3,069",PSF 3 Lot 4b - Appraisals for  (1) Harrington North Shore Coastal Erosion Protection & (2) Silloth Groyne Replacement,CUMBRIA COUNTY COUNCIL,27/07/2022,97950.0,01/08/2022,02/12/2022,CAPITA PROPERTY & INFRASTRUCTURE LIMITED,https://www.contractsfinder.service.gov.uk/Notice/3186389b-d743-4096-925f-597703f191b6,
89,"3,067",IPT - External Data Reviewers Team 2,HOME OFFICE,26/07/2022,575100.0,25/07/2022,18/11/2022,PRICE WATERHOUSE COOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/ff2c91b0-f48e-4ce3-ac06-734bcbc41056,
90,"3,068","Support to C&P DS&T Transformation - WS2, 4 and 7",NATIONAL HIGHWAYS LIMITED,26/07/2022,245700.0,27/07/2022,23/09/2022,PA CONSULTING SERVICES LTD,https://www.contractsfinder.service.gov.uk/Notice/7462a355-3514-4ae5-a63e-9e11d9ecd265,
91,"3,066",Reskills and Upskills for the Digital Industry Lead Supplier,GREATER MANCHESTER COMBINED AUTHORITY,26/07/2022,3000000.0,,,SERCO LIMITED,https://ted.europa.eu/udl?uri=TED:NOTICE:407851-2022:TEXT:EN:HTML,
92,"4,443","No matching tender, likely a direct award",ENGLISH HERITAGE,26/07/2022,406631.0,,,G4S CASH SOLUTIONS (UK) LTD,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL405694,
93,"4,440",Cash Collection Services at English Heritage Properties 2022,ENGLISH HERITAGE,24/07/2022,,,,G4S CASH SOLUTIONS (UK) LTD,https://www.find-tender.service.gov.uk/Notice/020074-2022,
94,"4,438",Cash Collection Services at English Heritage Properties 2022,ENGLISH HERITAGE,24/07/2022,,,,G4S CASH SOLUTIONS (UK) LTD,https://www.find-tender.service.gov.uk/Notice/020074-2022,
95,"4,437",Cash Collection Services at English Heritage Properties 2022,ENGLISH HERITAGE,24/07/2022,,,,G4S CASH SOLUTIONS (UK) LTD,https://www.find-tender.service.gov.uk/Notice/020074-2022,
96,"4,439",Cash Collection Services at English Heritage Properties 2022,ENGLISH HERITAGE,24/07/2022,,,,G4S CASH SOLUTIONS (UK) LTD,https://www.find-tender.service.gov.uk/Notice/020074-2022,
97,"3,064",GB-London: CON-22-093 Operational Resilience Foundations Project,FINANCIAL CONDUCT AUTHORITY,25/07/2022,297795.0,01/08/2022,31/01/2023,PRICE WATERHOUSE COOPERS,https://www.contractsfinder.service.gov.uk/Notice/d67283ea-6486-4d98-bd87-3f46419581b2,
98,"3,065",Services in Developing the New Approach to the Works Workstream,PARLIAMENTARY WORKS SPONSOR BODY,25/07/2022,1089160.0,25/07/2022,24/07/2023,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/12b81546-b4c8-40d5-b55a-3294a7de475d,
99,"4,513","No matching tender, likely a direct award",UNIVERSITY OF LINCOLN,23/07/2022,550000.0,,,KPMG LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=JUL405598,
0,"2,945",Digital Integration and Service Operations,NS&I,31/05/2022,34216262.0,31/05/2022,31/05/2028,IBM UNITED KINGDOM LTD,https://www.contractsfinder.service.gov.uk/Notice/303751e4-6353-4389-ac6a-e2240156c116,
1,"4,520","No matching tender, likely a direct award",LONDON BOROUGH OF HACKNEY,30/05/2022,,01/04/2022,31/03/2023,CAPITA,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=0b760917-2ae0-ec11-8115-005056b64545,
2,"2,942",Lot 5 Commercial Apprenticeship training services delivered national,CABINET OFFICE,30/05/2022,492480.0,06/06/2022,05/06/2024,CAPITA PLC,https://www.contractsfinder.service.gov.uk/Notice/cfcc6a7d-1bfc-4c0d-87af-9dfbc5f4fade,
3,"2,940",Project Management and Design Services for Druids Heath Regeneration Levelling Up Bid,BIRMINGHAM CITY COUNCIL,30/05/2022,142500.0,31/05/2022,31/07/2022,CAPITA (REAL ESTATE & INFRASTRUCTURE) LIMITED,https://www.contractsfinder.service.gov.uk/Notice/b6fe934a-6dfa-4db9-bee6-d0e881155d7a,
4,"2,937",COM/7535/2022 - Security Guarding Services for El Salvador,FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE,30/05/2022,115409.0,01/04/2022,31/03/2025,"G4S SECURE SOLUTIONS EL SALVADOR, S.A. DE C.V.",https://www.contractsfinder.service.gov.uk/Notice/80320a83-543d-46dd-b52e-627ca94411bd,
5,"2,938",Power Platform Delivery Partner,BUSINESS ENERGY AND INDUSTRIAL STRATEGY,30/05/2022,3000000.0,19/05/2022,18/05/2024,FUJITSU SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/6969e62a-7c90-42fc-bb75-5414c4fe46ec,
6,"2,939","Core Business Transformation Programme - Organisational Change Products, Advice and Services",LEEDS CITY COUNCIL,30/05/2022,450000.0,06/06/2022,06/12/2022,ERNST & YOUNG LLP (UK),https://www.contractsfinder.service.gov.uk/Notice/8c90342e-6eda-41db-9400-b0b2672fb43c,
7,"2,941",Implementation of the fees strategy - economic and financial support,DVSA - DRIVER AND VEHICLE STANDARDS AGENCY,30/05/2022,225000.0,30/05/2022,22/08/2022,PA CONSULTING LTD,https://www.contractsfinder.service.gov.uk/Notice/997645fd-6d4f-4df2-8961-d764e8603d0e,
8,"4,519","No matching tender, likely a direct award",LEEDS CITY COUNCIL,30/05/2022,,,,ERNST & YOUNG LLP,https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=45341&PP=ctm/Supplier/PublicTenders&B=UK&PS=2,
9,"4,338","No matching tender, likely a direct award",LANCASTER CITY COUNCIL,27/05/2022,,06/05/2022,31/10/2022,CAPITA BUSINESS SERVICES LTD - CAPITA PLANNING,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=3213eba3-c5dd-ec11-8114-005056b64545,
10,"4,339","No matching tender, likely a direct award",LANCASTER CITY COUNCIL,27/05/2022,,27/05/2022,31/10/2022,CAPITA BUSINESS SERVICES LTD - CAPITA PLANNING,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=7d8c81f2-c4dd-ec11-8114-005056b64545,
11,"2,936","PQ0350 - Provision of category management training, Procurement toolkit and operating model review - AWARD",BIRMINGHAM CITY COUNCIL,27/05/2022,138500.0,01/06/2022,31/05/2023,KPMG,https://www.contractsfinder.service.gov.uk/Notice/d9b7eb6f-c271-499f-864d-1193b30298c9,
12,"2,932",ENHT - Chat Bot,EAST AND NORTH HERFORDSHIRE NHS TRUST,27/05/2022,60000.0,01/06/2022,30/06/2022,IBM UNITED KINGDOM LIMITED,https://www.contractsfinder.service.gov.uk/Notice/9bef83d3-ad53-49f0-a268-e8658a94f8ff,
13,"2,934",Data Warehouse Remediation Programme,DEPARTMENT FOR WORK AND PENSIONS,27/05/2022,1059240.0,01/06/2022,31/08/2022,DELOITTE,https://www.contractsfinder.service.gov.uk/Notice/b635f25f-08f7-42d0-bc8a-7b461c6b249a,
14,"2,935","Provision of Resource for the Retirement, Bereavement & Care Project (RBC)",CROWN COMMERCIAL SERVICE,27/05/2022,4500000.0,08/07/2022,09/07/2023,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/af76a84e-5fd1-457b-8eb4-fa20715204f0,
15,"2,933",Workplace Mediation Training,INTELLECTUAL PROPERTY OFFICE,27/05/2022,12691.0,13/06/2022,31/12/2022,KPMG LLP (CSL),https://www.contractsfinder.service.gov.uk/Notice/18d85f4d-ab50-4c2a-a887-0c4e50bb06db,
16,"4,341","No matching tender, likely a direct award",NATIONAL AUDIT OFFICE,27/05/2022,6972100.0,,,DELOITTE LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAY400168,
17,"4,340","No matching tender, likely a direct award",MONEY AND PENSIONS SERVICE,27/05/2022,166125.0,,,ERNST & YOUNG LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAY400146,
18,"4,285",Specialist Audit Services Framework,NATIONAL AUDIT OFFICE,26/05/2022,,,,DELOITTE LLP,https://www.find-tender.service.gov.uk/Notice/014732-2022,
19,"4,286",Specialist Audit Services Framework,NATIONAL AUDIT OFFICE,26/05/2022,,,,DELOITTE LLP,https://www.find-tender.service.gov.uk/Notice/014732-2022,
20,"4,421",Financial Wellbeing Barometer,MONEY AND PENSIONS SERVICE,26/05/2022,,,,ERNST & YOUNG LLP,https://www.find-tender.service.gov.uk/Notice/014702-2022,
21,"2,931",Supply of consultancy service,NEWCASTLE UNIVERSITY,26/05/2022,50000.0,27/05/2022,31/07/2022,KPMG,https://www.contractsfinder.service.gov.uk/Notice/7c58b1d3-04f9-496c-ac94-224ce03dc7ed,
22,"2,928",IPO Board Development,INTELLECTUAL PROPERTY OFFICE,26/05/2022,21030.0,30/05/2022,30/09/2022,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/9e2c5d0f-bad6-440b-86ff-818695a9b4da,
23,"2,930",24/7 Help Line Launch Programme,MINISTRY OF JUSTICE,26/05/2022,100000.0,09/06/2022,30/09/2022,ERNST & YOUNG LLP,https://www.contractsfinder.service.gov.uk/Notice/7a3fb957-839c-42c6-a6c7-6e8cc312b7e5,
24,"2,927",GB-Warrington: UKRI-2170 IBM Software Renewal,UK RESEARCH AND INNOVATION,26/05/2022,83601.0,01/10/2022,31/05/2023,IBM UNITED KINGDOM LTD,https://www.contractsfinder.service.gov.uk/Notice/c8b91a78-dce3-4e80-86d2-97633e420491,
25,"2,929",2022-067 - Response to Energy Market Situation - Retail Compliance,OFGEM,26/05/2022,573453.0,26/05/2022,31/07/2022,ERNST & YOUNG,https://www.contractsfinder.service.gov.uk/Notice/1191b413-f257-4863-8b64-9c4ab1eb951b,
26,"2,926",AT1146 Financial & Commercial Services,LUTON COUNCIL,25/05/2022,500000.0,01/06/2022,31/05/2027,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/39994958-769c-464a-8018-77ac69ba6aa7,
27,"4,422","Regional Security Guarding Services for the British Embassies in Costa Rica, Guatemala, Panama and El Salvador",FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE,24/05/2022,,,,G4S SECURE SOLUTIONS EL SALVADOR S.A DE C.V,https://www.find-tender.service.gov.uk/Notice/014508-2022,
28,"2,925",Legal Aid Agency CCMS DevOps Managed Service,MINISTRY OF JUSTICE,24/05/2022,1862304.0,05/08/2022,04/08/2024,CAPGEMINI UK PLC,https://www.contractsfinder.service.gov.uk/Notice/9bf474ba-5c55-4bb2-8877-be5e62f88340,
29,"2,924",TROO0133/CCCC20B93-Contract Variation no1: Strategic Change Delivery Partner: Rail Reform Programme,DFTC - DEPARTMENT FOR TRANSPORT,23/05/2022,8250000.0,23/02/2021,22/02/2023,DELOITTE LLP,https://www.contractsfinder.service.gov.uk/Notice/7306d5a7-9102-458b-8e81-d66c2a82d7b4,
30,"2,923",Regulated Professions Register - Support and Maintenance,"DEPARTMENT FOR BUSINESS, ENERGY & INDUSTRIAL STRATEGY",22/05/2022,576400.0,23/05/2022,22/05/2024,CGI IT UK LIMITED,https://www.contractsfinder.service.gov.uk/Notice/951d5e6c-f105-4a8f-952e-48f039d92303,
31,"4,234","No matching tender, likely a direct award",AUDIT SCOTLAND,21/05/2022,38901542.0,,,KPMG,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAY398976,
32,"4,142",External audit of public bodies in Scotland,AUDIT SCOTLAND,20/05/2022,,,,KPMG,https://www.find-tender.service.gov.uk/Notice/013614-2022,
33,"4,143",External audit of public bodies in Scotland,AUDIT SCOTLAND,20/05/2022,,,,KPMG,https://www.find-tender.service.gov.uk/Notice/013614-2022,
34,"4,141",External audit of public bodies in Scotland,AUDIT SCOTLAND,20/05/2022,,,,KPMG,https://www.find-tender.service.gov.uk/Notice/013614-2022,
35,"4,144",External audit of public bodies in Scotland,AUDIT SCOTLAND,20/05/2022,,,,KPMG,https://www.find-tender.service.gov.uk/Notice/013614-2022,
36,"2,922",Project & Flexible Resource,BUSINESS ENERGY AND INDUSTRIAL STRATEGY,20/05/2022,4200000.0,01/06/2022,31/05/2023,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/8ef54b65-ec3b-4227-926d-a13ba5e959d6,
37,"2,921",Enterprise Architecture Repository Enhancement,MINISTRY OF DEFENCE,20/05/2022,185972.0,25/05/2022,13/07/2023,DELOITTE  LLP,https://www.contractsfinder.service.gov.uk/Notice/829564ad-6ab4-4eff-a16c-552a2935efa8,
38,"4,190","No matching tender, likely a direct award",SOUTH AYRSHIRE COUNCIL,20/05/2022,35000.0,,,CAPITA IT SERVICES,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAY449008,
39,"4,189","No matching tender, likely a direct award",AUDIT SCOTLAND,20/05/2022,38901542.0,,,KPMG,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAY449002,
40,"4,131","No matching tender, likely a direct award",LEICESTERSHIRE POLICE,19/05/2022,,01/07/2021,30/06/2022,CAPITA BUSINESS SERVICES (KNOWLEDGEPOOL),https://www.blpd.gov.uk/foi/foicontractview.aspx?contractid=51728,
41,"4,139","No matching tender, likely a direct award",BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL,19/05/2022,,19/05/2022,31/07/2022,KPMG LLP,https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=a88b633e-59d7-ec11-8114-005056b64545,
42,"2,920",Con_20581 (prj_7780) - Solution Architects,MINISTRY OF JUSTICE,19/05/2022,3200000.0,18/05/2023,18/05/2023,PA CONSULTING,https://www.contractsfinder.service.gov.uk/Notice/8433b421-f380-407d-949e-411827be892e,
43,"2,919",Level 2 Capability Mapping,WEST YORKSHIRE COMBINED AUTHORITY,19/05/2022,61920.0,19/05/2022,30/06/2022,DELOITTE,https://www.contractsfinder.service.gov.uk/Notice/d86842f0-53f8-4e40-a835-d92dcdad716f,
44,"2,918",Corporate finance & advisory services to NDA Revenue & Business Development,NUCLEAR DECOMMISSIONING AUTHORITY,18/05/2022,84000.0,19/05/2022,30/11/2022,DELOITTES,https://www.contractsfinder.service.gov.uk/Notice/4a55297d-b8fc-4ac7-a6a9-7950ccc20255,
45,"2,917",IT Development Work for ADX Portal to Power Portal,BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL,18/05/2022,77240.0,19/05/2022,31/07/2022,KPMG LLP,https://www.contractsfinder.service.gov.uk/Notice/1ba867b0-db21-4bcb-911e-38aada4e83f6,
46,"2,915",GB-Egham: RHUL-22017 Procurement of Internal Audit Services,"ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE, KNOWN AS ROYAL HOLLOWAY, UNIVERSITY OF LONDON",17/05/2022,130290.0,01/08/2022,31/07/2032,PRICEWATERHOUSECOOPERS LLP,https://www.contractsfinder.service.gov.uk/Notice/b5a2717e-efb0-4428-b17d-2f3bd7c5b281,
47,"2,914",Economic Appraisal and CIA model NRC,NOTTINGHAM UNIVERSITY HOSPITAL,17/05/2022,50000.0,01/05/2022,30/04/2023,KPMG LLP,https://www.contractsfinder.service.gov.uk/Notice/713ec133-01cb-44ef-94f7-aeb59f0589de,
48,"2,916",Consultancy for Organisational Re-Design,NORFOLK COUNTY COUNCIL,17/05/2022,1889200.0,18/05/2022,17/05/2023,PA CONSULTING SERVICES LIMITED,https://www.contractsfinder.service.gov.uk/Notice/4f0a4c02-5a55-4759-9612-2087e8ddffa6,
49,"4,167","No matching tender, likely a direct award",FINANCIAL CONDUCT AUTHORITY,17/05/2022,7142277.0,,,SOPRA STERIA LIMITED,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAY397983,
50,"4,168","No matching tender, likely a direct award",UNIVERSITY OF ST ANDREWS,17/05/2022,3388000.0,,,KPMG LLP,https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAY397990,
51,"4,429",University of St Andrews: Finance and Procurement - Software and Implementation Services,UNIVERSITY OF ST ANDREWS,16/05/2022,,,,KPMG LLP,https://www.find-tender.service.gov.uk/Notice/012625-2022,
